,Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,Fe,Sr,Zr,Ba,Pb,Expansion
6701,1.045068583,5.205747877,61.84846506,0.731548008,0.235140431,5.293925539,4.389288047,20.23840627,0,0.052253429,0.875244938,0.022860875,0.058785108,0,0,0,0,41.9
6702,1.012785872,10.11009054,62.55152962,0,0.2428317,0,1.036476769,21.78378033,0,3.257498418,0,0.000071,0.001184545,0,0,0,0,44
6706,0,6.476190476,58.0952381,0,0,13.33333333,1.142857143,12.38095238,0,0,8.571428571,0,0,0,0,0,0,87.1
6708,0,6.427221172,58.4120983,0,0,12.85444234,1.134215501,11.90926276,0,0,8.128544423,0,0,0,1.134215501,0,0,91.8
6714,0,10.41666667,59.02777778,0,0,12.15277778,2.083333333,11.11111111,0,0,4.513888889,0,0,0,0.694444444,0,0,70.3
6760,0,1.771672752,61.37997774,0,2.177000097,1.019855901,3.000729864,23.91431338,0,4.90969091,1.706297374,0,0,0.117675681,0,0,0,76.7
6762,0,0,61.36693131,0,2.064204349,1.863997239,1.31170176,24.84639282,0,4.853296514,2.002071108,0.690369348,0,1.001035554,0,0,0,77.2
6822,0,0.745736334,60.33979638,0,2.781920757,1.459049348,4.610595941,22.23591207,0,6.335516503,0.56740808,0.324233189,0,0.259386551,0,0.340444848,0,87.3
6823,0,0.530521569,61.14261083,0,2.778606718,1.989455884,3.978911768,22.81242747,0,4.11154216,0.765940515,0.663151961,0,0.530521569,0,0.696309559,0,77.3
6824,0,0,61.29795331,0,2.050121705,1.854708766,1.988412356,24.34090987,0,4.799616031,1.988412356,0.685659433,0,0.994206178,0,0,0,77
6825,0,0.529170525,60.88437624,0,2.639237994,1.752877365,4.617012832,22.66503506,0,4.299510517,1.752877365,0,0,0.016536579,0,0.843365525,0,78
6827,0,3.551271482,61.12308961,0,2.21320312,0,3.798592175,21.43128924,0,4.775191832,1.236603462,0.634155622,0,0.025366225,0,1.211237238,0,77.9
6905,0,7.224614687,59.72064823,0,8.335222121,0,8.335222121,15.82898912,0,0,0.555303717,0,0,0,0,0,0,78.5
6906,0,8.289191931,59.94308577,0,7.736954807,0,7.736954807,15.74157557,0,0,0.552237124,0,0,0,0,0,0,75.9
6911,0,7.111329083,64.04794017,0,2.151790093,0,0.931829328,25.35250123,0,0.404610103,0,0,0,0,0,0,0,32.5
6916,0,0,60.73166523,0,8.849007765,0.103537532,0.531492666,25.68766178,0,0.131147541,3.965487489,0,0,0,0,0,0,90
6949,0,0,61.99760048,0,4.672398854,2.986069453,4.679064187,23.99186829,0,0,1.672998734,0,0,0,0,0,0,58
6951,0,5.743023003,62.12088287,0,2.582808183,1.735324248,4.706174526,20.62831776,0,0.639493372,1.070996182,0,0,0.772979853,0,0,0,40.5
6973,0,0,60.59902465,0,9.252669112,0.712798213,0.918413082,25.40371709,0,0.082245948,3.025965491,0,0.005166416,0,0,0,0,97
6974,0,0,61.00885665,0,8.747508726,0.398232888,0.871347173,25.643475,0.224644193,0.054459198,3.046311404,0,0.005164774,0,0,0,0,95.5
6975,0,0,60.59658898,0,9.512808317,0.563973636,0.81538357,24.91676293,0.4416661,0.081538357,3.064483251,0,0.006794863,0,0,0,0,93
6976,0,0,60.61497869,0,9.491915297,0.66977877,1.014816318,24.55517218,0.608889791,0,3.044448955,0,0,0,0,0,0,94.5
6977,0,0,60.67650428,0,9.446802776,0.670439997,1.010713564,24.35819689,0.808570851,0,3.028771646,0,0,0,0,0,0,99
6978,0,0,60.81529999,0,9.30235106,0.766234119,0.846890342,24.46236032,0.947710621,0.053770815,2.802803751,0,0.002578983,0,0,0,0,103
6979,0,0,61.53846154,0,15.38461538,0,3.846153846,0,19.23076923,0,0,0,0,0,0,0,0,157.5
6980,0,0,61.328125,0,15.625,0,3.90625,0,18.75,0,0,0.390625,0,0,0,0,0,168
6981,0,0,61,0,16,0,4,0,18,0,0,1,0,0,0,0,0,158
6982,0,0,60.41666667,0,16.66666667,0,4.166666667,0,16.66666667,0,0,2.083333333,0,0,0,0,0,157.5
6983,0,0,59.7826087,0,17.39130435,0,4.347826087,0,15.2173913,0,0,3.260869565,0,0,0,0,0,168
6984,5.022735222,0,60,0,0,4.980762504,0,20,0,0,4.973767051,0,5.022735222,0,0,0,0,80
6985,5.022735222,0,60,0,0,4.980762504,2.798181182,20,0,0,4.973767051,0,2.22455404,0,0,0,0,77
6986,5.022735222,0,60,0,0,4.980762504,5.022735222,20,0,0,4.973767051,0,0,0,0,0,0,71
6988,0,0,59.38455657,0,9.378185525,0,8.142201835,19.38710499,0,0,3.70795107,0,0,0,0,0,0,93.8
7067,0,9.549278846,62.98076923,0,0,0.462740385,4.399038462,18.98137019,0,0,3.533653846,0,0,0.087139423,0.003004808,0,0,37
7138,0,2.953051782,60.41967522,0,7.94553653,0.68668769,8.045739884,18.67613687,0,0,0,0,1.273172026,0,0,0,0,76.1
7139,0,3.19484066,60.46221075,0,8.204255623,0.606841243,7.877037306,19.12144857,0,0.001189885,0.010708963,0.217153974,0.303420621,0,0,0,0,75.5
7140,0,3.152060139,60.46008183,0,8.266723761,0.538229137,7.892044914,19.09077933,0,0.000594728,0.009813017,0.291416881,0.297364164,0,0,0,0,77.2
7141,0,3.227528923,60.46277069,0,8.270542866,0.447938297,7.914565411,18.95876594,0,0.011865915,0.008899436,0.364876891,0.320379709,0,0.002966479,0,0,75.1
7230,0,0.534045394,61.21495327,0,2.79706275,2.002670227,3.337783712,23.63150868,0,4.14552737,0.767690254,0.333778371,0,0.534045394,0,0.700934579,0,77.2
7231,0,0.527339244,60.67367588,0,2.630104479,1.614976435,4.620810125,22.56682377,0,4.956988893,1.618272305,0,0,0.016479351,0,0.774529515,0,83.1
7233,0,0.534045394,61.21495327,0,2.79706275,2.002670227,3.337783712,23.29773031,0,4.14552737,0.767690254,0.667556742,0,0.534045394,0,0.700934579,0,76.2
7334,0,26.88378524,56.12822285,0,2.954656016,1.894666769,1.971477584,0,0.834677523,3.891747958,5.44076606,0,0,0,0,0,0,103
7335,0,25.62400223,56.31097484,0,2.817829359,1.806755695,3.755416466,0,0.795682031,3.704736082,5.184603299,0,0,0,0,0,0,100
7336,0,23.29750046,54.23292244,0,12.33211554,0,2.023812653,0,1.31416406,0,6.799484848,0,0,0,0,0,0,129
7337,0,22.17661271,54.51144423,0,11.73780884,0,3.850250708,0,1.252240784,0,6.471642722,0,0,0,0,0,0,123
7338,0,6.085555754,67.40647933,0,0,0,3.185967424,0,20.11813138,0,3.203866118,0,0,0,0,0,0,72.9
7339,0,5.890856523,67.04011565,0,0,0,4.698229129,0,19.19045898,0,3.180339718,0,0,0,0,0,0,67.4
7340,0,2.065298589,64.10774707,0,4.618359186,0,2.245462934,0,18.91286198,0,8.050270247,0,0,0,0,0,0,95.8
7341,0,4.192933587,64.46478313,0,4.276708484,0,2.098561166,0,18.61478208,0,6.352231554,0,0,0,0,0,0,112.6
7342,0,2.680486061,66.94067191,0,3.609721229,0,1.786990708,0,22.30164403,0,2.680486061,0,0,0,0,0,0,88.5
7349,0,7.626459144,65.62256809,0,3.657587549,0,0,1.420233463,18.56031128,0,3.112840467,0,0,0,0,0,0,100
7350,0,1.341736125,67.53405164,0,0,0,0,0,22.93149014,0,8.192722098,0.00E+00,0,0,0,0,0,80.7
7376,0,3.335930511,59.4320838,0,8.322511759,0.002885753,10.10013563,17.13848729,0,1.662193749,0.005771506,0,0,0,0,0,0,93.5
7378,0,0,60.77989839,0,7.348620074,0.005492242,9.803652341,14.70273239,3.915968694,2.449540025,0.013730606,0.980365234,0,0,0,0,0,93.5
7416,0,4.855842185,63.12594841,0,0,1.638846737,8.194233687,19.72685888,0,0,1.229135053,0,0,1.229135053,0,0,0,23
7417,0,4.900459418,63.09341501,0,0,1.776416539,7.656967841,19.90811639,0,0,1.332312404,0,0,1.332312404,0,0,0,26.1
7418,0,4.945904173,63.06027821,0,0,1.916537867,7.109737249,20.0927357,0,0,1.4374034,0,0,1.4374034,0,0,0,36.2
7419,0,4.992199688,63.02652106,0,0,2.059282371,6.55226209,20.28081123,0,0,1.544461778,0,0,1.544461778,0,0,0,38
7420,0,5.039370079,62.99212598,0,0,2.204724409,5.984251969,20.47244094,0,0,1.653543307,0,0,1.653543307,0,0,0,35.7
7421,0,5.087440382,62.95707472,0,0,2.352941176,5.405405405,20.66772655,0,0,1.764705882,0,0,1.764705882,0,0,0,37.9
7422,0,5.136436597,62.92134831,0,0,2.504012841,4.81540931,20.86677368,0,0,1.878009631,0,0,1.878009631,0,0,0,37
7427,0,6.954171274,64.16328787,0,2.150141295,0,0.896916083,25.5958963,0,0.239587173,0,0,0,0,0,0,0,32.5
7432,0,0.1754671,58.9471974,0,10.84646629,2.453290008,4.796100731,21.48172218,0,1.299756296,0,0,0,0,0,0,0,99.5
7433,0,0.173149069,59.15926508,0,10.7929586,1.567961009,5.200884984,21.72058871,0,1.385192548,0,0,0,0,0,0,0,98.7
7434,0,0.174244135,58.95582588,0,11.17098512,1.971540125,4.994998548,21.51915072,0,1.213255461,0,0,0,0,0,0,0,100.1
7435,0,0.464666021,59.15779284,0,10.50661504,2.020006454,4.749919329,21.67473379,0,1.426266538,0,0,0,0,0,0,0,98.8
7436,0,0.295354586,59.15759735,0,10.77402164,1.717551125,5.110918489,21.64756493,0,1.296991878,0,0,0,0,0,0,0,98.5
7437,0,0.116009281,58.72969838,0,11.8393916,1.669244651,4.878834751,21.51005414,0,1.256767208,0,0,0,0,0,0,0,103.5
7438,0,0.231466598,59.06577509,0,10.84678197,1.871021668,5.195139201,21.49103067,0,1.2987848,0,0,0,0,0,0,0,98.6
7439,0,0.465386853,59.23017258,0,10.4841316,2.165341607,4.744360416,21.70189387,0,1.208713076,0,0,0,0,0,0,0,97.5
7440,0,0.527500804,59.35670634,0,10.47925378,1.762624638,4.7410743,21.92344805,0,1.209392087,0,0,0,0,0,0,0,97.5
7441,0,0.116136525,58.68443125,0,11.85237757,1.69688367,4.800309697,21.50783922,0,1.342022066,0,0,0,0,0,0,0,104.3
7509,0,3.114644476,60.50018575,0,8.250241474,0.460658296,7.887658816,19.10988929,0,0.001188796,0.008915967,0.362582658,0.303142878,0,0,0,0,76
7510,0,0,68,0,0,0,0,0,24,0,0,0,0,8,0,0,0,107
7511,0,0,67.9245283,0,0,0,0,0,22.64150943,0,0,0,3.773584906,5.660377358,0,0,0,84
7512,0,0,67.85714286,0,0,0,0,0,21.42857143,0,0,0,7.142857143,3.571428571,0,0,0,81
7513,0,0,67.79661017,0,0,0,0,0,20.33898305,0,0,0,10.16949153,1.694915254,0,0,0,62
7514,0,0,66.66666667,0,0,0,0,0,20.83333333,0,0,0,4.166666667,8.333333333,0,0,0,103
7515,0,0,66.66666667,0,0,0,0,0,19.60784314,0,0,0,7.843137255,5.882352941,0,0,0,95
7516,0,0,66.66666667,0,0,0,0,0,18.51851852,0,0,0,11.11111111,3.703703704,0,0,0,84
7517,0,0,65.2173913,0,0,0,0,0,17.39130435,0,0,0,8.695652174,8.695652174,0,0,0,96
7518,0,0,60.2027972,0,9.034965035,5.388111888,0.51048951,24.72727273,0,0.118881119,0.017482517,0,0,0,0,0,0,77.5
7519,0,0,60.17405284,0,9.094086397,4.029777716,0.524255557,24.69942681,0,0.132811408,1.345589263,0,0,0,0,0,0,78.2
7520,0,0,60.17408327,0,9.053728109,2.723109728,0.538329779,24.6792743,0,0.146817213,2.684657601,0,0,0,0,0,0,79
7521,0,0,60.20893019,0,9.021032772,2.253511285,0.559010551,24.71176018,0,0.125777374,3.11997764,0,0,0,0,0,0,79.5
7522,0,0,60.23422479,0,8.935500787,1.356406223,0.531375634,24.74392589,0,0.146827478,4.051739206,0,0,0,0,0,0,80
7523,0,0,60.22933855,0,8.95678926,0.020976087,0.531394211,24.73779891,0,0.132848553,5.390854426,0,0,0,0,0,0,81.6
7524,19.57996445,24.9117625,52.72472402,0,0,0,0,2.783549025,0,0,0,0,0,0,0,0,0,128
7525,15.37470032,25.55231884,53.75731484,0,0,0,0,2.425820422,0,0,2.889845583,0,0,0,0,0,0,125
7526,10.63852077,26.25320832,55.36116495,0,0,0,0,2.914986119,0,0,4.832119847,0,0,0,0,0,0,121
7527,5.193529909,26.802324,56.72785794,0,0,0,0,2.65131884,0,0,8.624969313,0,0,0,0,0,0,120
7528,0,27.81534352,58.26863678,0,0,0,0,2.629601803,0,0,11.2864179,0,0,0,0,0,0,114
7529,21.6968451,20.9377718,52.32861548,0,0,0,0,5.036767613,0,0,0,0,0,0,0,0,0,112
7530,16.00237472,21.71249696,54.15710932,0,0,0,0,5.459157514,0,0,2.668861484,0,0,0,0,0,0,110
7531,10.86938493,22.74498963,55.54941258,0,0,0,0,5.161022806,0,0,5.675190048,0,0,0,0,0,0,105
7532,6.78572459,22.05360492,56.72658031,0,0,0,0,5.819220449,0,0,8.614869738,0,0,0,0,0,0,105
7533,0,23.72534098,58.86553884,0,0,0,0,5.868407188,0,0,11.54071299,0,0,0,0,0,0,102
7534,22.53379791,16.36794425,52.671777,0,0,0,0,8.426480836,0,0,0,0,0,0,0,0,0,103
7535,18.35142372,16.46272997,53.80473901,0,0,0,0,8.553824893,0,0,2.827282412,0,0,0,0,0,0,101
7536,12.1278745,16.96476321,55.74306257,0,0,0,0,9.067680789,0,0,6.096618932,0,0,0,0,0,0,98.5
7537,6.347488955,18.43536802,57.55717849,0,0,0,0,9.070417456,0,0,8.58954708,0,0,0,0,0,0,98.5
7538,0,19.07436882,59.25163062,0,0,0,0,8.966076834,0,0,12.70792373,0,0,0,0,0,0,91
7539,23.40350257,11.55138864,53.03968394,0,0,0,0,12.00542485,0,0,0,0,0,0,0,0,0,81
7540,17.53899898,12.38932723,54.92079745,0,0,0,0,12.41643077,0,0,2.734445582,0,0,0,0,0,0,80
7541,12.18471577,12.2474589,56.41234785,0,0,0,0,12.79332413,0,0,6.362153344,0,0,0,0,0,0,76
7542,7.07466261,12.6476585,57.77209618,0,0,0,0,12.75769442,0,0,9.747888281,0,0,0,0,0,0,75
7543,0,12.95355954,59.89171739,0,0,0,0,13.30665501,0,0,13.84806806,0,0,0,0,0,0,73
7550,0,11.4331475,61.94905596,1.931191672,2.778205563,0,0.289524748,21.35707026,0,0,0.261804294,0,0,0,0,0,0,36.8
7552,0.985936791,11.50461213,61.86602147,1.844851051,0.774232572,0,1.808558899,20.15424165,0,0.707696961,0.196582489,0,0,0,0,0.157265991,0,41
7553,0,0,61.64115923,0,3.972647346,3.288831,7.619667861,21.45880821,0,0,2.018886356,0,0,0,0,0,0,53.6
7554,0,0,61.42733035,0,5.785256926,2.570867789,6.686186814,22.5650761,0,0.321760674,0.643521349,0,0,0,0,0,0,62.7
7555,0,0,61.20157395,0,6.391759173,2.236155987,7.223519626,21.98726767,0,0,0.9597236,0,0,0,0,0,0,64.4
7556,0,0,61.84821052,0,5.509588241,2.268081378,5.898958435,23.50173594,0,0,0.973425484,0,0,0,0,0,0,58.8
7557,0,0,61.19923858,0,6.662436548,1.015228426,7.487309645,21.63705584,0,0,1.649746193,0,0,0,0.348984772,0,0,66.8
7558,0,0,60.72555205,0.315457413,7.570977918,0,7.570977918,21.4511041,0,0.315457413,1.577287066,0.47318612,0,0,0,0,0,76.2
7559,0,0,61.44388398,0,6.620428752,0.378310214,7.440100883,21.50063052,0,0,1.639344262,0.977301387,0,0,0,0,0,68.9
7560,0,0,61.84210526,0,2.631578947,3.947368421,7.894736842,21.05263158,0,0,2.631578947,0,0,0,0,0,0,49.3
7561,0,0,61.13219481,0.189753321,6.325110689,0,7.52688172,21.91650854,0,0.632511069,2.024035421,0.253004428,0,0,0,0,0,69.8
7562,0,0,61.08806485,0.189999683,6.326989455,0,7.530320783,21.82779695,0,0.633332278,2.150163083,0.253332911,0,0,0,0,0,70.6
7563,0,0,60.94359365,0.190240654,6.65208155,0,7.413044168,21.76036019,0,0.634135515,2.152890073,0.253654206,0,0,0,0,0,72.2
7564,0,0,61.1112873,0.190288922,6.349307031,0,7.364181282,21.96885605,0,0.634296407,2.128064445,0.253718563,0,0,0,0,0,70.4
7565,0,1.204093919,60.26490066,0,8.970499699,0.60204696,9.090909091,19.86754967,0,0,0,0,0,0,0,0,0,89.5
7566,0,1.204093919,59.6628537,0,8.368452739,0.60204696,9.090909091,19.26550271,0,1.806140879,0,0,0,0,0,0,0,97.4
7567,0,1.204093919,59.6628537,0,7.76640578,0.60204696,9.090909091,19.26550271,0,2.408187839,0,0,0,0,0,0,0,105.2
7568,0,1.207729469,59.84299517,0,7.185990338,0.905797101,9.118357488,19.3236715,0,2.415458937,0,0,0,0,0,0,0,101.7
7569,0,1.209043646,59.85068311,0,7.86482892,0.604521823,9.079917785,19.33563052,0,1.692661105,0.362713094,0,0,0,0,0,0,99.9
7570,0,2.488151659,59.89336493,0,7.819905213,0,9.004739336,18.77962085,0,1.658767773,0.355450237,0,0,0,0,0,0,98.3
7571,0,2.491842183,59.98220113,0,7.238208247,0.148323939,9.018095521,18.80747553,0,1.957876001,0.355977455,0,0,0,0,0,0,95.4
7572,0,2.449955184,59.9342695,0,6.871825515,0.507917538,8.425455632,19.18135644,0,2.629220197,0,0,0,0,0,0,0,102.6
7573,0,2.445279418,60.24035307,0,6.208624083,0.506948172,8.600226636,19.37436631,0,2.624202302,0,0,0,0,0,0,0,96.3
7574,0,3.012404017,60.36621382,0,6.202008269,0,8.38747785,19.43295924,0,2.598936799,0,0,0,0,0,0,0,92.8
7575,0,1.393517116,59.34565283,0,8.118751893,0.757346259,8.542865798,19.11541957,0,2.665858831,0.060587701,0,0,0,0,0,0,100.2
7576,0,1.501501502,59.27927928,0,8.888888889,0.12012012,8.528528529,19.21921922,0,2.462462462,0,0,0,0,0,0,0,102.3
7577,0,1.270417423,59.25589837,0,8.408953418,0.604960678,8.590441621,19.14700544,0,2.722323049,0,0,0,0,0,0,0,101.5
7578,0,1.56203064,59.35716431,0,8.471012316,0.39050766,8.711324722,19.04475819,0,2.463202163,0,0,0,0,0,0,0,100.8
7691,0,6.657471264,63.39310345,0,3.739463602,0,1.514176245,24.4137931,0,0,0,0,0,0,0.156321839,0.125670498,0,41
7705,0,8.715125502,61.73991478,0,0,0,2.799290846,19.1222668,0,2.799290846,0,0,0,0.096420018,0,4.727691207,0,70.6
7706,0,5.825788323,62.11988761,0,0,0,3.746487668,21.32688105,0,3.746487668,0,0,0,0.065563534,0,3.168904152,0,65.3
7715,0,4.967320261,61.47653001,0,5.395127748,0.008912656,5.912061794,20.86452763,0,1.342840166,0.008912656,0,0.011883541,0,0.005941771,0,0,70
7732,2.917152859,5.309218203,60.82263711,0,3.850641774,0,7.176196033,19.16569428,0,0.758459743,0,0,0,0,0,0,0,66
7733,2.917152859,5.309218203,60.82263711,0,2.68378063,0,7.176196033,19.16569428,0,1.925320887,0,0,0,0,0,0,0,67.2
7734,2.917152859,6.476079347,60.82263711,0,3.850641774,0,6.009334889,19.16569428,0,0.758459743,0,0,0,0,0,0,0,65.3
7783,4.484888017,2.77124228,62.46436826,0,1.091530123,0.008483395,7.91217949,18.99997641,2.250927403,0.002265632,0.014138991,0,0,0,0,0,0,47
7785,0,0,61.41084584,0,0,0,5.987924445,16.80330139,5.461696117,10.33623221,0,0,0,0,0,0,0,110.8
7786,0,0,61.02155052,0,0,0,7.192835153,16.99692135,4.422054296,10.36663868,0,0,0,0,0,0,0,104.8
7787,0,0,61.8224171,0,0,0,4.883529734,16.63195396,6.451082488,10.21101672,0,0,0,0,0,0,0,118.5
7788,0,0,61.43792663,0,0,0,6.043620623,16.93490205,5.355458128,10.22809257,0,0,0,0,0,0,0,110
7789,0,0,61.3840406,0,0,0,6.07260358,17.14715887,5.141359505,10.25483745,0,0,0,0,0,0,0,110.3
7790,0,0,61.41340596,0,0,0,6.05824811,16.99366385,5.285682526,10.24899956,0,0,0,0,0,0,0,110
7827,0,0,57.82997763,0,11.74496644,0,10.85011186,13.75838926,2.628635347,3.187919463,0,0,0,0,0,0,0,131
7842,0,4.081632653,65.30612245,0,0,0,0,0,16.32653061,0,0,0,8.163265306,6.12244898,0,0,0,75
7852,0,3.66226501,62.56748845,0,0,7.29525792,6.153646003,20.2270214,0,0,0,0,0,0.094321213,0,0,0,24.6
7853,0,3.691351229,62.67202021,0,0,5.883495774,6.204060486,20.39633455,0,0,1.058834958,0,0,0.093902794,0,0,0,26.1
7854,0,3.720060604,62.7768286,0,0,4.451822959,6.253828052,20.56671287,0,0,2.134038232,0,0,0.096708681,0,0,0,28
7855,0,3.753729667,62.88620103,0,0,2.99015047,6.307549167,20.74176265,0,0,3.224357535,0,0,0.096249479,0,0,0,29
7856,0,3.787080499,62.99453971,0,0,1.50716863,6.360762525,20.9151579,0,0,4.336302966,0,0,0.09898777,0,0,0,31.2
7857,0,3.819510645,63.10454401,0,0,0,6.418811567,21.08992691,0,0,5.46870035,0,0,0.098506514,0,0,0,34
7870,0,13.95982106,62.8553169,0,0,0.00833588,4.757009086,16.34388285,0,0,2.067298341,0,0,0,0,0,0,35.2
7871,0,13.72985144,63.05846171,0,0,0,4.684625312,16.07765604,0.549194058,0,1.891973529,0,0,0,0,0,0,35.2
7877,0,0,60.89845245,0,0.098430579,0,7.125280254,15.58210751,5.424618582,10.87111063,0,0,0,0,0,0,0,113.8
7879,0,0,60.23733127,0,0.110643948,0,6.096481522,15.55930516,5.460278823,12.53595928,0,0,0,0,0,0,0,127.3
7880,0,0,61.21167133,0,0.08565066,0,6.33243876,18.312111,4.008450865,10.04967738,0,0,0,0,0,0,0,103.2
7881,0,0,61.36247941,0,0.071867046,1.20077856,6.62374607,20.05090582,2.371612517,8.31861057,0,0,0,0,0,0,0,91.5
7892,0,3.082432806,60.55852019,0,8.190124931,0.377137732,7.916922794,19.12414958,0,0.001187835,0.009205724,0.436529501,0.302898021,0,0,0,0,75.4
7912,0,7.843137255,59.94397759,0,8.1232493,0,8.1232493,15.96638655,0,0,0,0,0,0,0,0,0,79.3
7930,0,11.76470588,61.76470588,0,5.882352941,0,0,20.58823529,0,0,0,0,0,0,0,0,0,54.8
7931,0,16.66666667,61.11111111,0,5.555555556,0,0,16.66666667,0,0,0,0,0,0,0,0,0,57.15
7932,0,9.090909091,60.60606061,0,9.090909091,0,0,21.21212121,0,0,0,0,0,0,0,0,0,76.1
7933,0,14.28571429,60,0,8.571428571,0,0,17.14285714,0,0,0,0,0,0,0,0,0,73.3
7934,0,6.25,59.375,0,12.5,0,0,21.875,0,0,0,0,0,0,0,0,0,92.55
7935,0,11.76470588,58.82352941,0,11.76470588,0,0,17.64705882,0,0,0,0,0,0,0,0,0,89
7936,0,9.090909091,57.57575758,0,15.15151515,0,0,18.18181818,0,0,0,0,0,0,0,0,0,104
7937,0,0,62.29508197,0,0,0,9.836065574,19.67213115,0,0,8.196721311,0,0,0,0,0,0,53.1
7938,0,0,62.06896552,0,0,0,6.896551724,20.68965517,0,0,10.34482759,0,0,0,0,0,0,65.6
7939,0,0,60.71428571,0,0,0,7.142857143,17.85714286,0,0,14.28571429,0,0,0,0,0,0,76.56666667
7940,0,0,59.25925926,0,0,0,7.407407407,14.81481481,0,0,18.51851852,0,0,0,0,0,0,85.1
7942,0,0,62.06896552,0,0,10.34482759,6.896551724,20.68965517,0,0,0,0,0,0,0,0,0,42
7943,0,0,60,0,0,0,7.272727273,16.36363636,0,0,16.36363636,0,0,0,0,0,0,83.5
7944,0,0,60,0,0,16.36363636,7.272727273,16.36363636,0,0,0,0,0,0,0,0,0,57.25
7945,0,0,60.34482759,0,0,0,10.34482759,15.51724138,0,0,13.79310345,0,0,0,0,0,0,72.25
7946,0,0,60.71428571,0,0,14.28571429,7.142857143,17.85714286,0,0,0,0,0,0,0,0,0,52.75
7947,0,0,61.01694915,0,0,0,10.16949153,16.94915254,0,0,11.86440678,0,0,0,0,0,0,67.5
7948,0,0,61.40350877,0,0,0,7.01754386,19.29824561,0,0,12.28070175,0,0,0,0,0,0,70
7949,0,0,61.40350877,0,0,12.28070175,7.01754386,19.29824561,0,0,0,0,0,0,0,0,0,48.75
7950,0,0,61.66666667,0,0,0,10,18.33333333,0,0,10,0,0,0,0,0,0,62.25
7951,0,0,62.71186441,0,0,0,6.779661017,22.03389831,0,0,8.474576271,0,0,0,0,0,0,59.25
7952,0,0,62.71186441,0,0,8.474576271,6.779661017,22.03389831,0,0,0,0,0,0,0,0,0,40.5
7953,0,9.090909091,62.12121212,0,6.060606061,0,0,22.72727273,0,0,0,0,0,0,0,0,0,57.55
7954,0,0,62.85750204,0,0,5.713746936,11.42749387,20.00125715,0,0,0,0,0,0,0,0,0,28.55
7955,0,0,62.29508197,0,0,8.196721311,9.836065574,19.67213115,0,0,0,0,0,0,0,0,0,34.5
7956,0,0,62.5,0,0,6.25,12.5,18.75,0,0,0,0,0,0,0,0,0,27.75
7957,0,0,61.9047619,0,0,7.936507937,12.6984127,17.46031746,0,0,0,0,0,0,0,0,0,35
7958,0,0,61.29032258,0,0,9.677419355,12.90322581,16.12903226,0,0,0,0,0,0,0,0,0,36.65
7959,0,34.7826087,56.52173913,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,100.55
7960,0,14.28571429,57.14285714,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,106.5
7961,0,0,60.20761246,0,8.996539792,1.384083045,0.692041522,24.91349481,0,0.692041522,3.114186851,0,0,0,0,0,0,92.5
7964,0,0,60.4860486,0,0,0,0,21.32213221,0,12.36123612,0,5.830583058,0,0,0,0,0,101
7965,0,0,60.66,0,0,0,0,24.49333333,0,12.01333333,0,2.833333333,0,0,0,0,0,101.25
7968,0,0,62.71186441,0,0,4.237288136,6.779661017,22.03389831,0,0,4.237288136,0,0,0,0,0,0,47
7969,0,0,63.49206349,0,0,0,9.523809524,22.22222222,0,0,0,0,0,4.761904762,0,0,0,43.45
7970,0,0,64.82084691,0,0,0,5.211726384,27.03583062,0,0,0,0,0,2.931596091,0,0,0,31.25
7971,0,0,64.83870968,0,0,0,5.806451613,26.77419355,0,0,0,0,0,2.580645161,0,0,0,27.35
7972,0,31.81818182,59.09090909,0,0,0,4.545454545,0,0,0,4.545454545,0,0,0,0,0,0,56.1
7973,0,20.55259654,55.88215712,0,0,0,1.105193076,0.935419441,0,0,0,0,0,0,0,0,21.52463382,105
7977,0,12.08791209,62.36263736,0,0,0.549450549,8.241758242,14.56043956,0,0,0,0,0,0,0,2.197802198,0,40.25
7980,0,6.25,56.25,0,18.75,0,0,18.75,0,0,0,0,0,0,0,0,0,119.5
7985,0,0.607697502,57.22484808,0,16.47535449,0,0.945307225,21.91087103,0,0,2.835921675,0,0,0,0,0,0,85.3
7992,0,0,66.66666667,0,0,0,0,0,22.22222222,0,0,0,0,11.11111111,0,0,0,118
7994,0,32.3907455,58.09768638,0,0,0,0,0,0,0,0,0,0,0,0,9.511568123,0,80.2
7995,0,31.29973475,57.82493369,0,0,0,0,0,0,0,0,0,0,0,0,10.87533156,0,86.9
7996,0,31.01604278,57.7540107,0,0,0,0,0,0,0,0,0,0,0,0,11.22994652,0,87.85
7997,0,28.57142857,57.14285714,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,106.4
7998,0,0,59.76457817,0,3.480443706,1.394212829,4.416703416,20.98782184,0,4.728789986,3.259947759,0,0,0,0.437599647,1.529902643,0,87.5
7999,0,2.464065708,60.78028747,0,6.160164271,0,4.928131417,0,16.42710472,7.392197125,0,0,0,0,0,0,1.848049281,171
8002,0,4.774003325,63.04695587,0,0,2.060788557,6.398795521,20.50751231,0,0,2.528151564,0,0,0.683792855,0,0,0,37.75
