,Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,Fe,Sr,Zr,Ba,Pb,Expansion
415,12.19164002,3.52900868,57.49200548,0,0,0,12.19164002,12.1944952,0,0,0,1.025011421,0,0,0,0,1.376199178,75.3
416,10.57695045,6.483932485,57.6267327,0,0,0,10.76480802,10.78757863,0,0,0,1.129991746,0,0,0,0,2.630005977,78.1
417,9.261698068,11.35807778,58.09928239,0,0,0,9.428333378,9.447147042,0,0,0,0.989061198,0,0,0,0,1.41640014,71.2
418,9.955143973,7.240630878,57.45912314,0,0,0,10.01302272,10.00723484,0,0,0,1.26175662,0,0,0,0,4.063087831,78
419,10.52122454,6.452714237,57.46841926,0,0,0,10.70900193,10.73176283,0,0.477978832,0,1.123819278,0,0,0,0,2.515079094,79.2
420,9.115924261,11.18103801,57.97030377,0,0,0.964446261,9.279389729,9.295736276,0,0,0,0.972619534,0,0,0,0,1.22054216,70.5
421,9.055246813,11.10929498,57.76397516,0,0,0.958919037,9.213250518,9.235044132,0,0.615669609,0,0.967091642,0,0,0,0,1.081508118,73.8
422,9.012379642,11.04814305,57.87620358,0,0,1.669876204,9.166437414,9.188445667,0,0,0,0.962861073,0,0,0,0,1.07565337,70.7
424,2.032146958,12.85878301,62.66647532,0,0.574052813,0,1.050516648,20.06027555,0,0.757749713,0,0,0,0,0,0,0,40
425,2.373972524,12.73782836,63.18330747,0,0,0,1.040409266,20.66448238,0,0,0,0,0,0,0,0,0,35
448,0,0,59.70060091,0,9.579365358,0.298696279,0.737955512,23.82190674,0,0,5.759567066,0,0,0,0,0.101908142,0,97.5
449,0,0,59.73161417,0,9.943589923,0.203216425,0.511544795,24.1792509,0,0,5.360709155,0,0,0,0,0.070074629,0,101
450,0,0,59.74598509,0,10.13960323,0.153948427,0.391868724,24.36583744,0,0,5.150274658,0,0,0,0,0.052482418,0,100
451,0,0,59.76521557,0,10.33470757,0.108308294,0.265530012,24.56501991,0,0,4.926280484,0,0,0,0,0.034938159,0,96
452,0,0,59.79230555,0,10.67744633,0.017424031,0.048787287,24.89894062,0,0,4.558126568,0,0,0,0,0.006969612,0,90
453,0,0,59.80013232,0,10.75942756,0,0,24.97997841,0,0,4.460461715,0,0,0,0,0,0,89.5
454,0,0,50.81967213,0,31.14754098,0,1.639344262,16.39344262,0,0,0,0,0,0,0,0,0,192
455,0,0,51.14006515,0,30.29315961,0,2.280130293,16.28664495,0,0,0,0,0,0,0,0,0,184
456,0,0,51.61290323,0,29.03225806,0,3.225806452,16.12903226,0,0,0,0,0,0,0,0,0,179
457,0,0,52.07667732,0,27.79552716,0,4.153354633,15.97444089,0,0,0,0,0,0,0,0,0,173
458,0,0,52.38095238,0,26.98412698,0,4.761904762,15.87301587,0,0,0,0,0,0,0,0,0,166
459,0,0,53.03694427,0,25.23481528,0,6.073888541,15.65435191,0,0,0,0,0,0,0,0,0,157
460,0,0,53.41614907,0,24.22360248,0,6.832298137,15.52795031,0,0,0,0,0,0,0,0,0,154
461,0,0,54.12844037,0,22.32415902,0,8.256880734,15.29051988,0,0,0,0,0,0,0,0,0,140
462,0,0,54.81927711,0,20.48192771,0,9.638554217,15.06024096,0,0,0,0,0,0,0,0,0,131
463,0,0,55.2238806,0,19.40298507,0,10.44776119,14.92537313,0,0,0,0,0,0,0,0,0,125
464,0,0,55.4631829,0,18.76484561,0,10.9263658,14.8456057,0,0,0,0,0,0,0,0,0,122
465,0,0,56.19158879,0,16.82242991,0,12.38317757,14.60280374,0,0,0,0,0,0,0,0,0,114
466,0,0,56.84695052,0,15.07479862,0,13.69390104,14.38434983,0,0,0,0,0,0,0,0,0,107
467,0,0,56.06060606,0,18.18181818,0,9.090909091,16.66666667,0,0,0,0,0,0,0,0,0,114
468,0,0,51.5625,0,28.125,0,6.25,14.0625,0,0,0,0,0,0,0,0,0,170
469,0,0,61.53846154,0,7.692307692,0,7.692307692,23.07692308,0,0,0,0,0,0,0,0,0,71
470,0,0,59.9880024,0,10.0179964,0,10.0179964,19.9760048,0,0,0,0,0,0,0,0,0,89
471,0,0,62.07324643,0,0,6.890130354,13.78026071,17.25636251,0,0,0,0,0,0,0,0,0,39
472,0,0,60,0,0,10,0,20,0,0,10,0,0,0,0,0,0,84
473,16.66666667,0,50,0,16.66666667,0,0,16.66666667,0,0,0,0,0,0,0,0,0,192
474,0,0,57.14285714,0,14.28571429,0,14.28571429,14.28571429,0,0,0,0,0,0,0,0,0,104
488,4.479638009,9.204912734,58.63283775,3.787976729,1.667744021,0,2.760180995,16.84227537,0,0,0.355526826,0,0,0,1.302521008,0.966386555,0,59.1
489,4.52666925,9.29226398,58.56580137,3.813121529,1.666020922,0,2.815446209,16.34379439,0,0,0.358388222,0,0,0,1.643419863,0.975074261,0,60.1
490,4.797035978,8.651564887,58.5199389,3.82527869,1.683512626,0,2.834021255,17.04637785,0,0,0.360752706,0,0,0,1.316259872,0.965257239,0,59
491,4.895448149,8.115448804,58.48686148,3.897378841,1.701626362,0,2.879675382,17.35986125,0,0,0.369776498,0,0,0,1.312215714,0.981707517,0,59.7
492,4.759129759,8.566433566,58.53405853,3.784641285,1.664076664,0,3.192178192,16.87710438,0,0,0.359362859,0,0,0,1.307951308,0.955063455,0,59
493,4.413998126,9.054189421,58.7649853,3.719261964,1.628590817,0,2.746631337,16.56703396,0,0,0.348983746,0.520244289,0,0,1.282838401,0.953242641,0,59.4
500,4.476021314,9.203939932,58.64040045,3.772000646,1.65993864,0,2.796705958,16.81898918,0,0,0.355239787,0,0,0.490876796,1.301469401,0.484417891,0,58.8
501,4.410150449,9.220636663,58.67501776,3.767676115,1.659456318,0,2.79589333,16.83993026,0,0,0,0,0,0.371279137,1.304319752,0.955640214,0,59.7
506,4.503345342,9.276891405,58.70432321,3.805326814,1.666237777,0,2.817807514,16.94222851,0,0,0,0,0,0,1.309186824,0.974652599,0,58.1
507,4.455318053,9.181045583,58.95892351,3.788951841,0.630955447,0,2.781354623,16.77504507,0,0.65670873,0,0.524723152,0,0,1.297321659,0.949652331,0,58.4
510,4.428068134,9.11470959,58.88684185,3.768706164,0.627040305,0,2.766734542,16.64888975,0,0.652897637,0.358770484,0.52037881,0,0,1.286402275,0.940560458,0,57.6
511,4.532025897,9.328053303,59.39091081,2.548871708,1.672009554,0,2.834873342,17.03438305,0,0,0.364573512,0,0,0,1.316864668,0.977434157,0,58.5
512,4.43103672,9.134553004,58.57337485,3.74983781,1.647852602,0,2.770208901,16.6926171,0,0,0.353574672,0,0,0.408719346,1.291034125,0.947190865,0,60.1
513,4.475732231,9.216262473,58.6463009,3.774986276,1.653372945,0,2.790066845,16.82759066,0,0,0.358446088,0,0,0.955856234,1.301385346,0,0,58.5
514,4.444444444,9.167883212,58.75425791,3.759935118,1.654501217,0,2.355231144,16.74290349,0,0,0.360097324,0.522303325,0,0,1.291159773,0.947283049,0,59.7
515,4.588592427,8.921552964,58.59082921,3.652340629,1.60409011,0,3.802524365,16.30611919,0,0,0.34829845,0,0,0,1.262182457,0.923470203,0,58.5
516,4.570100697,9.391944229,58.48179706,3.853601859,1.684740511,0,2.840175574,15.84366124,0,0,0.361476891,0,0,0,1.98489543,0.987606507,0,60.4
517,4.738999903,9.200374471,58.52083804,3.767311231,1.659295606,0,2.795622559,17.03199148,0,0,0.355102173,0,0,0,0.978145075,0.952319463,0,59.7
523,0,17.71804717,61.053209,0,5.320899616,0,0,15.90784421,0,0,0,0,0,0,0,0,0,60.7
524,0,15.42761319,62.68865288,0,0,0,3.297931805,16.01453326,0,0,0,0,0,0,0,2.571268865,0,60.4
525,0,10.79778788,61.08525434,0,5.20724963,0,7.068937195,15.84077096,0,0,0,0,0,0,0,0,0,55.3
526,0,7.565789474,61.04714912,0,5.317982456,0,10.19736842,15.87171053,0,0,0,0,0,0,0,0,0,66.2
527,0,11.71277222,61.91877575,0,5.591524426,0,0,20.7769276,0,0,0,0,0,0,0,0,0,60.5
528,0,7.848905625,61.91751,0,5.583666745,0,3.895034126,20.7548835,0,0,0,0,0,0,0,0,0,72.7
529,0,3.939519225,61.86876144,0,5.794105487,0,7.465595653,20.93201819,0,0,0,0,0,0,0,0,0,58.9
530,0,14.59317884,62.93913341,0,2.590673575,0,0,19.87701418,0,0,0,0,0,0,0,0,0,32.5
531,0,13.69390104,61.91887227,0,4.930955121,0,0,19.45627158,0,0,0,0,0,0,0,0,0,49
532,0,7.624091637,60.50314078,0,9.785687893,0,0,22.08707969,0,0,0,0,0,0,0,0,0,77
557,0,27.27272727,59.09090909,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,4.545454545,75
558,0,29.22445611,59.02432315,0,0,0,0,0,0,0,0,0,6.872836478,0,0,0,4.878384264,73
559,0,27.31871838,58.63647314,0,0,0,0,0,0,0,0,0,7.227174175,0,0,0,6.817634305,74
560,0,29.26829268,58.53658537,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0,7.317073171,73
561,0,30.2747792,58.48871443,0,0,0,0,0,0,0,0,0,3.680078508,0,0,0,7.55642787,75
562,0,32.29813665,58.38509317,0,0,0,0,0,0,0,0,0,1.242236025,0,0,0,8.074534161,77
563,0,22.81879195,57.71812081,0,0,0,0,0,0,0,0,0,8.053691275,0,0,0,11.40939597,89
564,0,24.65753425,57.53424658,0,0,0,0,0,0,0,0,0,5.479452055,0,0,0,12.32876712,86
565,0,25.60908084,57.43909192,0,0,0,0,0,0,0,0,0,4.147286822,0,0,0,12.80454042,89
566,0,27.56183746,57.24381625,0,0,0,0,0,0,0,0,0,1.413427562,0,0,0,13.78091873,90
567,0,19.56176564,56.08129565,0,0,0,0,0,0,0,0,0,4.763416958,0,0,0,19.59352175,112
568,0,18.75,56.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,18.75,108
569,0,21.31147541,55.73770492,0,0,0,0,0,0,0,0,0,1.639344262,0,0,0,21.31147541,115
581,0,4.334365325,64.39628483,0,2.167182663,0,2.786377709,26.31578947,0,0,0,0,0,0,0,0,0,49
582,0,5.454545455,63.63636364,0,3.03030303,0,3.636363636,24.24242424,0,0,0,0,0,0,0,0,0,65
583,0,8.092485549,62.42774566,0,4.046242775,0,5.202312139,20.23121387,0,0,0,0,0,0,0,0,0,81
584,0,10.49723757,61.32596685,0,4.972375691,0,6.629834254,16.57458564,0,0,0,0,0,0,0,0,0,93
585,0,12.23404255,60.10638298,0,6.382978723,0,7.978723404,13.29787234,0,0,0,0,0,0,0,0,0,101
586,0,14.28571429,59.18367347,0,7.142857143,0,9.183673469,10.20408163,0,0,0,0,0,0,0,0,0,104
587,0,16.17647059,58.33333333,0,7.843137255,0,10.29411765,7.352941176,0,0,0,0,0,0,0,0,0,111
588,0,17.53554502,57.34597156,0,9.004739336,0,11.37440758,4.739336493,0,0,0,0,0,0,0,0,0,115
598,0,6.99923254,64.10437452,0,2.21028396,0,0.896392939,25.50729087,0,0.282425173,0,0,0,0,0,0,0,33
599,0,0,60.28821662,0,9.323423706,1.790013608,0.321016086,25.07763704,0,0,3.199692941,0,0,0,0,0,0,88
613,0,28.53092327,59.46938052,0,1.250601251,0,0.141768563,5.483405483,0,0.511379459,0,0,0,0,0,0,4.612541455,51.2
617,0,4.542184127,62.05774705,0,0.638158101,4.413926862,8.139644008,18.09365909,0,0,2.114680765,0,0,0,0,0,0,41
618,0,5.520288773,64.62845407,0,1.860841424,0,1.126462534,26.8639532,0,0,0,0,0,0,0,0,0,27.5
620,0,8.104654291,60.9362389,0,0,0,2.764326069,16.43798762,0,0,4.025423729,0,0,0,0,7.731369384,0,80
621,0,9.391266628,59.15630422,0,0,0,0,13.61697513,0,0,0,0,0,0,0,0,17.83545402,80
622,0,0,59.92934303,0,5.537060942,0.849242476,1.569400095,24.39364087,0,5.102248794,1.426727359,0,0,0,0,1.192336436,0,98.5
642,0,0,63.83792545,0,0,4.739059968,7.494327391,22.2560778,0,0,0,1.6726094,0,0,0,0,0,29.7
643,0,0,63.78718165,0,0,4.824703519,7.627503078,22.65893332,0,0,0,0,0,0,1.10167844,0,0,29.6
644,1.789645216,12.84199091,63.36087367,0,0,0,1.400840504,20.53231939,0,0.074330312,0,0,0,0,0,0,0,32
645,0,15.61485957,60.27749804,1.10775428,5.203088285,0,2.679870203,15.11692962,0,0,0,0,0,0,0,0,0,64
646,0,23.68144015,61.84335193,0,0,0,0,11.84598379,0,0,0,0,0,0,0,2.629224129,0,52
651,0,0,58.45408726,0,0,22.46810521,4.339266026,14.7385415,0,0,0,0,0,0,0,0,0,55.6
652,0,0,58.65358514,0,0,21.47205956,5.134370031,14.73998526,0,0,0,0,0,0,0,0,0,53.3
653,0,0,58.58898137,0,0,22.45739199,3.551327784,15.40229885,0,0,0,0,0,0,0,0,0,57.5
654,0,0,58.78816272,0,0,21.46482392,4.34137581,15.40563754,0,0,0,0,0,0,0,0,0,53.3
655,0,0,58.98727364,0,0,20.47368219,5.12899381,15.41005037,0,0,0,0,0,0,0,0,0,51.5
656,0,0,58.92225454,0,0,21.460577,3.545318764,16.0718497,0,0,0,0,0,0,0,0,0,53.6
657,0,0,59.12117693,0,0,20.46844754,4.33604336,16.07433217,0,0,0,0,0,0,0,0,0,51.9
658,0,0,59.32080649,0,0,19.47250067,5.130159698,16.07653314,0,0,0,0,0,0,0,0,0,50.9
659,0,0,59.25565082,0,0,20.4598597,3.546375682,16.7381138,0,0,0,0,0,0,0,0,0,53.1
660,0,0,59.45427332,0,0,19.46885674,4.336646582,16.74022336,0,0,0,0,0,0,0,0,0,51
661,0,0,59.65469039,0,0,18.4706638,5.130530054,16.74411576,0,0,0,0,0,0,0,0,0,49
662,0,0,59.92162717,0,0,17.47340922,5.523418548,17.08154506,0,0,0,0,0,0,0,0,0,49
663,0,0,59.88903148,0,0,17.966332,4.733147128,17.41148939,0,0,0,0,0,0,0,0,0,50
664,0,0,60.155085,0,0,16.96987772,5.129734566,17.74530271,0,0,0,0,0,0,0,0,0,48.2
665,0,0,53.82144005,0,0,0,0,3.287759255,0,20.9688359,0,14.83953879,0,0,0,0,7.082426016,167.7
666,0,0,54.41992883,0,0,0,0,9.40569395,0,19.99288256,0,9.430604982,0,0,0,0,6.75088968,168.8
667,0,0,54.96416152,0,0,0,0,14.97764531,0,19.10439287,0,4.502874175,0,0,0,0,6.450926123,167.5
668,0,0,55.21811545,0,0,0,0,17.58035366,0,18.68953542,0,2.200644956,0,0,0,0,6.311350509,162.7
669,0,0,55.46509982,0,0,0,0,20.07291519,0,18.28543112,0,0,0,0,0,0,6.176553872,160
670,0,0,59.45034564,0,0,0,0,19.28511212,0,13.66380037,0,6.447479346,0,0,0,0,1.153262519,109.5
671,0,0,59.67035189,0,0,0,0,22.84279358,0,13.24659566,0,3.121208036,0,0,0,0,1.119050829,109.2
672,0,0,59.88274142,0,0,0,0,26.1877485,0,12.8445313,0,0,0,0,0,0,1.084978772,115.4
673,0,0,59.44740636,0,0,0,0,11.0082822,0,14.04285283,0,14.90795695,0,0,0,0,0.59350166,117
674,0,0,59.56547978,0,0,0,0,12.99872594,0,13.81345135,0,13.0389593,0,0,0,0,0.583383625,115
675,0,0,59.67682457,0,0,0,0,14.92507292,0,13.59750578,0,11.22732911,0,0,0,0,0.573267625,116
676,0,0,59.89139907,0,0,0,0,18.59958437,0,13.17959375,0,7.773010659,0,0,0,0,0.556412147,111
677,0,0,60.0924964,0,0,0,0,22.05502865,0,12.78863233,0,4.524280304,0,0,0,0,0.539562318,109
678,0,0,60.18900171,0,0,0,0,23.70899099,0,12.60011394,0,2.969069401,0,0,0,0,0.532823967,107
679,0,0,60.28283234,0,0,0,0,25.31416507,0,12.41915485,0,1.461077042,0,0,0,0,0.522770685,104
680,0,0,60.37596756,0,0,0,0,26.87062293,0,12.2373756,0,0,0,0,0,0,0.516033911,111
681,0,0,60.00666667,0,0,0,0,12.53333333,0,13.32,0,14.14,0,0,0,0,0,110
682,0,0,60.10934427,0,0,0,0,14.39810648,0,13.1146448,0,12.37790446,0,0,0,0,0,112
683,0,0,60.30333333,0,0,0,0,17.96333333,0,12.72666667,0,9.006666667,0,0,0,0,0,108
684,0,0,60.82333333,0,0,0,0,27.49,0,11.68666667,0,0,0,0,0,0,0,107
685,0,12.86305534,56.94246054,0,0,0,0,7.4533934,0,0,0,0,0,0,0,0,22.74109072,117
686,0,0,58.3610926,0,0,0,0,16.72218521,0,0,0,0,0,0,0,0,24.91672219,108
687,0,20.8852718,55.22131795,0,0,0,0,0,0,0,0,0,0,0,0,0,23.89341025,124
688,0,25.0522833,56.26307082,0,0,0,0,0,0,0,0,0,0,0,0,0,18.68464588,108
689,0,28.58448532,57.14612133,0,0,0,0,0,0,0,0,0,0,0,0,0,14.26939335,93
690,0,17.11433172,59.23671498,0,0,0,0,9.91626409,0,0,0,0,0,0,0,0,13.73268921,85
691,0,0,61.52751058,0,0,0,0,23.05502116,0,0,0,0,0,0,0,0,15.41746826,74
692,0,27.29379841,58.08694669,0,0,0,0,2.526994177,0,0,0,0,0,0,0,0,12.09226073,75
693,0,24.26809164,59.44232846,0,0,0,0,6.750611108,0,0,0,0,0,0,0,0,9.538968791,64.5
694,0,15.17179212,57.74711368,0,0,0,0,7.908331311,0,0,0,0,0,0,0,0,19.17276289,95.5
695,0,13.69244967,58.97392077,0,0,0,0,11.10161671,0,0,0,0,0,0,0,0,16.23201285,84
696,0,12.47213026,59.98243362,0,0,0,0,13.72880211,0,0,0,0,0,0,0,0,13.81663401,72.3
697,0,10.43011821,61.67345452,0,0,0,0,18.13184994,0,0,0,0,0,0,0,0,9.764577332,55.3
698,0,9.710716634,62.27153189,0,0,0,0,19.68770546,0,0,0,0,0,0,0,0,8.330046022,47.2
699,0,9.081405985,62.79236901,0,0,0,0,21.04403502,0,0,0,0,0,0,0,0,7.082189991,45.2
702,4.837167803,6.921164999,55.16219489,0,9.33018928,0,0,16.37881588,0,4.862660124,1.790835511,0,0,0.356892486,0,0.360079026,0,130
706,0,0,63.89891697,0,11.9133574,0,2.527075812,0,21.66064982,0,0,0,0,0,0,0,0,138
707,0,0,60.83333333,0,11.66666667,0,0,19.16666667,0,0,0,8.333333333,0,0,0,0,0,89
708,0,0,59.16666667,0,15,0,0,17.5,0,0,0,8.333333333,0,0,0,0,0,107
709,0,0,57.5,0,18.33333333,0,0,15.83333333,0,0,0,8.333333333,0,0,0,0,0,124
710,0,0,60.83333333,0,11.66666667,0,0,20.83333333,0,0,0,6.666666667,0,0,0,0,0,89
711,0,0,58.33333333,0,16.66666667,0,0,18.33333333,0,0,0,6.666666667,0,0,0,0,0,116
712,0,0,55.98666667,0,21.36,0,0,16.18,0,0,0,6.473333333,0,0,0,0,0,134
729,0,0,64.51332,0,0,0,6.469715539,25.79178224,0,0,0,0,0,3.225182223,0,0,0,36.2
730,0,0,64.5123839,0,0,0.64499484,6.475748194,25.7868937,0,0,0,0,0,2.57997936,0,0,0,31.9
731,0,0,64.50769678,0,0,1.323135508,6.441410914,25.7946881,0,0,0,0,0,1.933068706,0,0,0,27.8
732,0,0,64.51768955,0,0,0,6.463056729,25.80385074,0,0,0.622440094,0,0,2.592962879,0,0,0,34
733,0,0,64.51269478,0,0,0,6.458689551,25.79604478,0,0,1.303351937,0,0,1.929218957,0,0,0,33.9
734,0,0,64.51560888,0,0,0,6.475748194,25.79334365,0,0,0,0,0,1.28998968,0,1.925309598,0,36.9
739,0,0,64.35409027,0,0,0,6.399065451,25.50864782,0,0,0.869649869,0,0,2.550540286,0,0.318006295,0,36.6
740,0,0,64.19386423,0,0,0,6.338120104,25.21866841,0,0,1.726501305,0,0,1.892950392,0,0.629895561,0,36
741,0,0,64.12103746,0,0,0,6.261461881,25.11134399,0,0,2.148283993,0,0,1.571915117,0,0.785957558,0,37.2
742,0,0,64.35707798,0,0,0,6.409757363,25.50927728,0,0,1.797067601,0,0,1.268327494,0,0.65849228,0,34.5
743,0,0,63.7480085,0,0,0,6.127190653,24.43242167,0,0,4.168879448,0,0,0,0,1.523499734,0,39.3
744,0,0,64.39943049,0,0,0,6.484597463,25.55656226,0,0,0,0,0,3.559409785,0,0,0,38
745,0,0,64.11797921,0,0,0,5.334307636,25.5688046,0,0,0,0,0,4.978908559,0,0,0,45.1
746,0,0,64.16495651,0,0,0,6.521385061,25.0692205,0,0,0,0,0,4.24443793,0,0,0,41.2
747,0,0,64.22493762,0,0,0,7.581088862,24.65933082,0,0,0,0,0,3.534642697,0,0,0,37
748,0,0,63.87875949,0,0,0,5.339399819,25.08781908,0,0,0,0,0,5.694021612,0,0,0,48.3
749,0,0,63.9296957,0,0,0,6.558237146,24.58027282,0,0,0,0,0,4.931794334,0,0,0,44.3
750,0,0,63.99510751,0,0,0,7.634865456,24.17278228,0,0,0,0,0,4.197244753,0,0,0,41.2
751,0,0,63.63085418,0,0,0,5.400491566,24.56146258,0,0,0,0,0,6.407191677,0,0,0,51.6
752,0,0,63.69578134,0,0,0,6.588763452,24.09718096,0,0,0,0,0,5.618274246,0,0,0,48
753,0,0,63.76661264,0,0,0,7.643435981,23.71150729,0,0,0,0,0,4.878444084,0,0,0,44.1
754,0,0,63.49826803,0,0,0,9.444815203,22.27412845,0,0,0,0,0,4.782788318,0,0,0,43.9
755,0,0,63.52104868,0,0,0,7.741220204,23.17148727,0,0,0,0,0,5.566243845,0,0,0,48.3
756,0,0,64.45300821,0,0,0,4.651008272,26.58051228,0,0,0,0,0,4.315471247,0,0,0,38.1
757,0,0,64.26018819,0,0,0,5.901445854,25.56965345,0,0,0,0,0,4.268712501,0,0,0,37
758,0,0,64.07691561,0,0,0,7.102392283,24.60263507,0,0,0,0,0,4.218057039,0,0,0,39.5
759,0,0,64.48207826,0,0,0,5.268003946,26.33015455,0,0,0,0,0,3.919763236,0,0,0,38.4
760,0,0,64.38723168,0,0,0,5.881007613,25.83395955,0,0,0,0,0,3.897801157,0,0,0,35.3
761,0,0,64.29267026,0,0,0,6.498734013,25.33597351,0,0,0,0,0,3.872622216,0,0,0,38.6
762,0,0,64.19681434,0,0,0,7.119365448,24.83394596,0,0,0,0,0,3.84987425,0,0,0,41.2
763,0,0,64.68141301,0,0,0,4.608781776,27.05843513,0,0,0,0,0,3.651370089,0,0,0,36.1
764,0,0,64.58845511,0,0,0,5.264365555,26.54472744,0,0,0,0,0,3.602451896,0,0,0,35.4
765,0,0,64.49322564,0,0,0,5.875455967,26.04872329,0,0,0,0,0,3.582595102,0,0,0,36.4
766,0,0,64.37491911,0,0,0,6.5419956,25.47884043,0,0,0,0,0,3.604244856,0,0,0,37.1
767,0,0,64.70761285,0,0,0,5.210342235,26.81005459,0,0,0,0,0,3.271990325,0,0,0,35.5
768,0,0,64.60280374,0,0,0,5.89953271,26.25584112,0,0,0,0,0,3.24182243,0,0,0,33.7
769,0,0,64.42051972,0,0,0,7.074882246,25.30359832,0,0,0,0,0,3.200999712,0,0,0,40.4
770,0,0,64.34014603,0,0,0,7.550298122,24.905143,0,0,0,0,0,3.204412843,0,0,0,33.1
771,0,0,64.24680096,0,0,0,8.159128342,24.41403775,0,0,0,0,0,3.180032941,0,0,0,31.6
772,0,0,64.81819367,0,0,0,5.206568487,27.03310309,0,0,0,0,0,2.942134758,0,0,0,30.4
773,0,0,64.71768322,0,0,0,5.850186054,26.51027342,0,0,0,0,0,2.921857305,0,0,0,34.1
774,0,0,64.62493167,0,0,0,6.449953378,26.02488666,0,0,0,0,0,2.900228288,0,0,0,32.1
775,0,0,64.45348505,0,0,0,7.526300734,25.14381972,0,0,0,0,0,2.876394495,0,0,0,31.8
776,0,0,64.36150057,0,0,0,8.121763294,24.66211949,0,0,0,0,0,2.854616648,0,0,0,30.4
777,0,0,64.93489626,0,0,0,5.195311232,27.2721369,0,0,0,0,0,2.597655616,0,0,0,29.8
778,0,0,64.83410183,0,0,0,5.836262213,26.75007255,0,0,0,0,0,2.579563409,0,0,0,27.4
779,0,0,64.74301461,0,0,0,6.427839016,26.27210972,0,0,0,0,0,2.557036657,0,0,0,31.3
780,0,0,64.85018846,0,0,0,6.414105922,26.49332396,0,0,0,0,0,2.242381652,0,0,0,27.1
781,0,0,64.52122855,0,0,0,6.43308814,25.82591302,0,0,0,0,0,0.961414376,0,2.258355917,0,38
782,0,0,64.5155045,0,0,0,6.434126037,25.81394598,0,0,0,0,0,0.655028879,0,2.581394598,0,38
785,2.516325344,5.326677835,61.88929536,0,0,2.379568532,0,19.56306199,0,0,0,0.875243598,0,0,1.935108893,5.514718452,0,64.6
786,4.062807339,5.310814935,61.39993896,0,0,0,0,19.40177027,0,0,0,0.868179198,0,0,1.905924645,7.050564656,0,72.3
787,2.517482517,5.369264881,61.94439707,0,0,0,0,19.65205526,0,0,0,0.880095514,0,2.152481665,1.930752175,5.553470919,0,70.7
788,2.515637283,5.352565198,61.88604437,0,0,0,0,19.55771268,0,0,1.575691288,0.875004272,0,0,1.920907817,6.316437092,0,70.8
826,0,0,60.08106543,0,1.590426559,0,0,21.48233932,0,1.049990349,0,0,0,0,0,0,15.79617834,86
827,0,0,60.9414851,0,3.650805218,0,0,24.50630329,0,1.595860963,0,0,0,0,0,0,9.305545435,74
828,0,0,60.81879672,0,2.164471342,0,0,25.22249911,0,5.005339979,0,0,0,0,0,0,6.788892844,85
832,0,25.3101737,59.87593052,0,1.339950372,0,3.970223325,5.781637717,0,0,0,0,0,0,0,3.722084367,0,66
838,3.322758936,0,59.96337116,0.150439873,8.647022272,0,1.798737613,24.34182556,0,0,0,0.25836413,0.896098375,0,0.114465121,0.506916964,0,91.1
839,3.33322419,0,59.90635539,0.150617203,8.683409188,0,1.800857863,24.45564978,0,0,0,0,0.897154645,0,0.166988638,0.605743099,0,90.5
841,3.325695581,0,59.92144026,0.150572831,8.661211129,0,1.800327332,24.3797054,0,0,0,0.258592471,0.896890344,0,0,0.605564648,0,88.2
842,2.653562654,0,60.14414414,0.150696151,9.041769042,0,1.605241605,24.6977887,0,0,0,0,0.897624898,0,0.337428337,0.471744472,0,87.3
844,2.634079219,0,60.18084723,0.150706025,8.989942011,0,1.598794352,24.56180585,0,0,0,0.514366216,0.897683714,0,0,0.471775382,0,88.2
845,3.343714145,0,59.84264875,0.150794952,8.706769382,0,1.80953942,24.50745779,0,0,0,0,0.898213408,0,0,0.740862154,0,89.4
846,4.014322788,0,59.73522552,0.151111987,8.324299465,0,1.596530994,24.54584278,0,0,0,0,0.89353175,0,0,0.73913472,0,90.5
847,2.332304054,0,60.18986926,0.151107023,9.086131003,0,1.609618291,24.98193286,0,0,0,0,0.906642139,0,0,0.742395375,0,90.6
850,0,14.39595037,57.52206926,0,0,0,8.833878634,3.429224026,0,0,0,0,0,0,0,0,15.81887771,84
852,0,1.92388664,59.19352227,3.209716599,5.363562753,0,6.406477733,19.35546559,1.165991903,1.982186235,0.524696356,0,0,0,0,0.874493927,0,81.7
899,0,0,61.5,0,10.33333333,0,0,23.5,0,0,0,4.666666667,0,0,0,0,0,84
900,0,0,61.16666667,0,11,0,0,18.9,0,0,0,8.933333333,0,0,0,0,0,110
901,0,0,58.91666667,0,15.5,0,0,23.78666667,0,0,0,1.796666667,0,0,0,0,0,110
902,0,0,57.94333333,0,17.44666667,0,0,20.31333333,0,0,0,4.296666667,0,0,0,0,0,118
903,0,0,58.81666667,0,15.7,0,0,18.23,0,0,0,7.253333333,0,0,0,0,0,107
904,0,0,59.43333333,0,14.46666667,0,0,17.8,0,0,0,8.3,0,0,0,0,0,112
905,0,0,59,0,15.33333333,0,0,15.6,0,0,0,10.06666667,0,0,0,0,0,116
906,0,0,59.15666667,0,15.02,0,0,13.39333333,0,0,0,12.43,0,0,0,0,0,108
907,0,0,57.43333333,0,18.46666667,0,0,18.83333333,0,0,0,5.266666667,0,0,0,0,0,127
908,0,0,57.46666667,0,18.4,0,0,15.53333333,0,0,0,8.6,0,0,0,0,0,116
